ocid,id,quantity,description,unit_name,unit_scheme,unit_amount,unit_currency,classification_id,classification_scheme
ocds-5wno2w-CDC-005-GADPRL-2019-176170,2786561-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LA ORGANIZACION JU,Unidad,SERCOP,9900.0,USD,831110111,CPC
ocds-5wno2w-CDC-005-GPLU-2019-110779,2946903-DS-SO,1,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",Unidad,SERCOP,10500.0,USD,839900011,CPC
ocds-5wno2w-CDC-005-GPM-2019-2609,2922903-DS-SO,1,CONSULTORIA DE TURISMO,Unidad,SERCOP,13392.86,USD,831290012,CPC
ocds-5wno2w-CDC-005-PAM-CON-2019-273812,2936807-DS-SO,1,SERVICIOS DE ASESORAMIENTO FINANCIERO,Unidad,SERCOP,31000.0,USD,715510011,CPC
ocds-5wno2w-CDC-006-GADMCP-2019-2786,2941439-DS-SO,1,AUDITORIA DE LOS SISTEMAS DE GESTION DE CALIDAD Y/O AMBIENTAL,Unidad,SERCOP,20000.0,USD,831110914,CPC
ocds-5wno2w-CDC-006-GPM-2019-2609,2931107-DS-SO,1,CONSULTORIA EN GESTION POR PROCESOS,Unidad,SERCOP,48830.0,USD,831110911,CPC
ocds-5wno2w-CDC-006-PAM-CON-2019-273812,2933232-DS-SO,1,AUDITORIA AMBIENTAL,Unidad,SERCOP,64302.4,USD,831310013,CPC
ocds-5wno2w-CDC-007-GADMA-2019-2741,2880077-DS-SO,1,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE,Unidad,SERCOP,66886.0,USD,831310011,CPC
ocds-5wno2w-CDC-007-GADMCP-2019-2786,2954446-DS-SO,1,"ESTUDIOS, DISEÑOS O SUPERVISION  DE INGENIERIA DE TRANSPORTE Y TRANSITO",Unidad,SERCOP,37980.0,USD,832210121,CPC
ocds-5wno2w-CDC-007-GADPRL-2019-176170,2859757-DS-SO,1,"SERVICIOS ADMINISTRATIVOS OFRECIDOS POR OFICINAS, DEPARTAMENTOS Y PROGRAMAS, Y RELACIONADOS CON EL DISENO DE PROYECTOS CON FINES MULTIPLES",Unidad,SERCOP,1850.0,USD,911370013,CPC
ocds-5wno2w-CDC-007-GPM-2019-2609,2931111-DS-SO,1,CONSULTORIA EN PLANIFICACION ESTRATEGICA EMPRESARIAL,Unidad,SERCOP,70644.25,USD,831110921,CPC
ocds-5wno2w-CDC-007-PAM-CON-2019-273812,2943765-DS-SO,1,ESTUDIOS ACTUARIALES,Unidad,SERCOP,8000.0,USD,715510065,CPC
ocds-5wno2w-CDC-014-GPM-2019-2609,2962453-DS-SO,1,SERVICIOS DE CONSULTORIA DE AGUAS SUBTERRANEAS,Unidad,SERCOP,37297.5,USD,835100017,CPC
ocds-5wno2w-CDC-008-GADMA-2019-2741,2880192-DS-SO,1,AUDITORIA AMBIENTAL,Unidad,SERCOP,18000.0,USD,831310013,CPC
ocds-5wno2w-CDC-008-GADPRL-2019-176170,2910972-DS-SO,1,"SERVICIOS ADMINISTRATIVOS OFRECIDOS POR OFICINAS, DEPARTAMENTOS Y PROGRAMAS, Y RELACIONADOS CON EL DISENO DE PROYECTOS CON FINES MULTIPLES",Unidad,SERCOP,5550.0,USD,911370013,CPC
ocds-5wno2w-CDC-008-GPM-2019-2609,2945508-DS-SO,1,SERVICIOS DE CONSULTORIA EN PLANIFICACION REGIONAL Y ESTADO SOCIO ECONOMICO,Unidad,SERCOP,70797.5,USD,831110212,CPC
ocds-5wno2w-CDC-008-PAM-CON-2019-273812,2949102-DS-SO,1,SERVICIOS DE EXAMEN DE REGISTROS CONTABLES Y OTROS DOCUMENTOS COMPLEMENTARIOS DE UNA ORGANIZACION A FIN DE PODER OPINAR SI LAS CUENTAS FINANCIERAS DE LA ORGANIZACION EXPONEN CON IMPARCIALIDAD LA POSICION DE LA ORGANIZACION EN UNA FECHA DETERMINADA Y LOS R,Unidad,SERCOP,59927.0,USD,822110011,CPC
ocds-5wno2w-CDC-009-GADPRL-2019-176170,2911732-DS-SO,1,"SERVICIOS ADMINISTRATIVOS OFRECIDOS POR OFICINAS, DEPARTAMENTOS Y PROGRAMAS, Y RELACIONADOS CON EL DISENO DE PROYECTOS CON FINES MULTIPLES",Unidad,SERCOP,1849.0,USD,911370013,CPC
ocds-5wno2w-CDC-010-GADMA-2019-2741,2907643-DS-SO,1,AUDITORIA AMBIENTAL,Unidad,SERCOP,7999.0,USD,831310013,CPC
ocds-5wno2w-CDC-010-GPM-2019-2609,2954185-DS-SO,1,SERVICIOS DE CONSULTORIA EN PLANIFICACION REGIONAL Y ESTADO SOCIO ECONOMICO,Unidad,SERCOP,70950.0,USD,831110212,CPC
ocds-5wno2w-CDC-011-GADPCU-2019-113139,2904809-DS-SO,1,ESTUDIOS Y PROPUESTA DE PROYECTOS DE DESARROLLO SOCIAL,Unidad,SERCOP,5178.0,USD,911490012,CPC
ocds-5wno2w-CDC012019GADPS-102511,2905263-DS-SO,1,"SERVICIOS DE DESARROLLO DEL PROYECTO, QUE CONSISTEN EN UNA ILUSTRACION MAS PRECISA DEL PROYECTO Y DE SU EMPLAZAMIENTO, FORMA, MATERIALES, ESTRUCTURAS, SISTEMAS MECANICOS Y ELECTRICOS E IMPORTE PREVISTO",Unidad,SERCOP,27490.0,USD,832120211,CPC
ocds-5wno2w-CDC-01-2019-GPC-GAVC-119339,2766185-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,2175.79,USD,839900111,CPC
ocds-5wno2w-CDC-01-2019-GPC-SACS-119339,2878342-DS-SO,1,FISCALIZACION DE OBRAS Y SERVICIOS,Unidad,SERCOP,10208.54,USD,839900114,CPC
ocds-5wno2w-CDC-015-GPM-2019-2609,2971110-DS-SO,1,SERVICIOS DE CONSULTORIA LOGISTICA,Unidad,SERCOP,69600.0,USD,831190011,CPC
ocds-5wno2w-CDC-016-GPM-2019-2609,2967094-DS-SO,1,SERVICIOS DE CONSULTORIA EN PLANIFICACION REGIONAL Y ESTADO SOCIO ECONOMICO,Unidad,SERCOP,28600.0,USD,831110212,CPC
ocds-5wno2w-CDC-018-GPM-2019-2609,2982891-DS-SO,1,ESTUDIO DE IMPACTO AMBIENTAL,Unidad,SERCOP,39964.84,USD,831310012,CPC
ocds-5wno2w-CDC-01-EPMAPAPED-19-359079,2975744-DS-SO,1,SERVICIOS DE CONSULTORIA EN CONTRATACION PUBLICA,Unidad,SERCOP,4910.0,USD,831110121,CPC
ocds-5wno2w-CDC-01-GADB-2019-112283,2890180-DS-SO,1,SERVICIOS DE CONSULTORIA LOGISTICA,Unidad,SERCOP,20000.0,USD,831190011,CPC
ocds-5wno2w-CDC-01-GADMCPA-2019-8098,2764694-DS-SO,1,"DISEÑO OBRA CIVIL Y ESPECIFICACIONES TECNICAS PARA INSTALACIONES HIDRAULICAS, SANITARIA Y ELECTRICAS",Unidad,SERCOP,25873.57,USD,833420616,CPC
ocds-5wno2w-CDC-01-GADMUPAN-2019-45119,2774827-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,23300.0,USD,839900111,CPC
ocds-5wno2w-CDC-01-GADPAYAP-2019-120902,2924104-DS-SO,1,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",Unidad,SERCOP,21000.0,USD,839900011,CPC
ocds-5wno2w-CDC-01-GADPRJM-2019-113564,2788308-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,6000.0,USD,839900111,CPC
ocds-5wno2w-CDC-01-GADPRM-2019.-120320,2764989-DS-SO,1,ESTUDIOS HIDROLOGICOS,Unidad,SERCOP,6000.0,USD,831310019,CPC
ocds-5wno2w-CDC-01-GADPRT-2019-100010,2778166-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,1287.56,USD,839900111,CPC
ocds-5wno2w-CDC-02-GADB-2019-112283,2977708-DS-SO,1,SERVICIOS DE CONSULTORIA LOGISTICA,Unidad,SERCOP,20910.72,USD,831190011,CPC
ocds-5wno2w-CDC-02-GADMUPAN-2019-45119,2868938-DS-SO,1,SERVICIOS DE CONSULTORIA PARA OBRAS DE AGUA POTABLE Y SANEAMIENTIO,Unidad,SERCOP,4400.0,USD,8313100124,CPC
ocds-5wno2w-CDC-02-GADPCH-2019-117193,2767016-DS-SO,1,"SERVICIOS DE GESTION DE PROYECTOS RELACIONADOS CON LA CONSTRUCCION DE OBRAS DE INGENIERIA CIVIL DE PUERTOS, VIAS DE NAVEGACION, REPRESAS, OBRAS DE IRRIGACION Y OTRAS OBRAS HIDRAULICAS",Unidad,SERCOP,5803.57,USD,833220211,CPC
ocds-5wno2w-CDC-02-GADPRSBP-2019-114777,2966016-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL PUEDEN INCLUIR UNA O MAS D,Unidad,SERCOP,22300.0,USD,831110011,CPC
ocds-5wno2w-CDC-03-GADPRMBA-2019-115525,2933390-DS-SO,1,SERVICIOS DE CONSULTORIA EN PLANIFICACION REGIONAL Y ESTADO SOCIO ECONOMICO,Unidad,SERCOP,10000.0,USD,831110212,CPC
ocds-5wno2w-CDC-04D02-2019-01-15025,2866581-DS-SO,1,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE,Unidad,SERCOP,8940.0,USD,831310011,CPC
ocds-5wno2w-CDC-1-EMPROVIAL-2019-433266,2966102-DS-SO,1,AUDITORIA AMBIENTAL,Unidad,SERCOP,13200.0,USD,831310013,CPC
ocds-5wno2w-CDC-2019-GADPRS-003-101054,2884257-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,12414.12,USD,839900111,CPC
ocds-5wno2w-CDC-AAG-002-2019-27611,2773264-DS-SO,1,SERVICIOS DE INVESTIGACION PARA OBTENER INFORMACION SOBRE LA OPINION PUBLICA CUESTIONES DE OTRO TIPO,Unidad,SERCOP,51700.0,USD,837000215,CPC
ocds-5wno2w-CDC-AAG-006-2019-27611,2819001-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,33958.02,USD,839900111,CPC
ocds-5wno2w-CDC-EEASA-131-2019-3233,2876173-DS-SO,1,ADAPTACION DE LOS PROGRAMAS DE INFORMATICA EXISTENTES,Unidad,SERCOP,3712.0,USD,831420111,CPC
ocds-5wno2w-CDC-AAG-010-2019-27611,2833657-DS-SO,1,"PISTAS DE ATERRIZAJE, INCLUIDAS LAS PISTAS DE CIRCULACION Y LAS ESTRUCTURAS DE AEROPUERTOS, CONEXAS DISTINTAS DE LOS EDIFICIOS",Unidad,SERCOP,34750.0,USD,532130011,CPC
ocds-5wno2w-CDC-AAG-012-2019-27611,2857419-DS-SO,1,ESTUDIO DE EVALUACION DE ACTIVOS FIJOS,Unidad,SERCOP,6000.0,USD,715510013,CPC
ocds-5wno2w-CDC-AAG-013-2019-27611,2865172-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,22831.73,USD,839900111,CPC
ocds-5wno2w-CDC-AAG-014-2019-27611,2878553-DS-SO,1,SERVICIOS DE EXAMEN DE REGISTROS CONTABLES Y OTROS DOCUMENTOS COMPLEMENTARIOS DE UNA ORGANIZACION A FIN DE PODER OPINAR SI LAS CUENTAS FINANCIERAS DE LA ORGANIZACION EXPONEN CON IMPARCIALIDAD LA POSICION DE LA ORGANIZACION EN UNA FECHA DETERMINADA Y LOS R,Unidad,SERCOP,25000.0,USD,822110011,CPC
ocds-5wno2w-CDC-AAG-015-2019-27611,2880824-DS-SO,1,SERVICIOS DE INVESTIGACION RELACIONADOS CON EL MEDIO AMBIENTE,Unidad,SERCOP,28500.0,USD,811900011,CPC
ocds-5wno2w-CDC-AAG-016-2019-27611,2876143-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,10580.0,USD,839900111,CPC
ocds-5wno2w-CDC-AAG-017-2019-27611,2900633-DS-SO,1,EMPODERAMIENTO EMPOWERMENT,Unidad,SERCOP,16500.0,USD,839900517,CPC
ocds-5wno2w-CDC-AAG-018-2019-27611,2889040-DS-SO,1,MERCADOTECNIA DE SERVICIOS ,Unidad,SERCOP,17500.0,USD,837000016,CPC
ocds-5wno2w-CDC-AAG-019-2019-27611,2899403-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,27843.58,USD,839900111,CPC
ocds-5wno2w-CDC-AAG-020-2019-27611,2907091-DS-SO,1,SERVICIOS DE DISEÑO DE INGENIERÍA DE INSTALACIONES,Unidad,SERCOP,70000.0,USD,833930115,CPC
ocds-5wno2w-CDC-AAG-021-2019-27611,2907696-DS-SO,1,ELECTRICIDAD,Unidad,SERCOP,15000.0,USD,811300014,CPC
ocds-5wno2w-CDC-AAG-028-2019-27611,2946577-DS-SO,1,SERVICIOS DE INVESTIGACION PARA OBTENER INFORMACION SOBRE LA OPINION PUBLICA CUESTIONES SOCIALES,Unidad,SERCOP,15000.0,USD,837000212,CPC
ocds-5wno2w-CDC-AAG-029-2019-27611,2949866-DS-SO,1,ASESORIA Y CAPACITACION EN SISTEMAS DE SEGURIDAD CIUDADANA Y EN ANTI TERRORISMO,Unidad,SERCOP,26000.0,USD,852000011,CPC
ocds-5wno2w-CDC-AAG-030-2019-27611,2955950-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,11199.72,USD,839900111,CPC
ocds-5wno2w-CDC-AAG-031-2019-27611,2955986-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,28933.18,USD,839900111,CPC
ocds-5wno2w-CDC-AAG-032-2019-27611,2974208-DS-SO,1,SERVICIOS DE INGENIERÍA,Unidad,SERCOP,57047.0,USD,833930114,CPC
ocds-5wno2w-CDC-ACDC-001-2019-813074,2914553-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL PUEDEN INCLUIR UNA O MAS D,Unidad,SERCOP,31500.0,USD,831110011,CPC
ocds-5wno2w-CDC-AEP-001-2019-318345,2847753-DS-SO,1,AUDITORIA AMBIENTAL,Unidad,SERCOP,4400.0,USD,831310013,CPC
ocds-5wno2w-CDCA-GADMCG-0001-19-12403,2927386-DS-SO,1,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE,Unidad,SERCOP,2200.27,USD,831310011,CPC
ocds-5wno2w-CDCA-GADMCG-0002-19-12403,2926893-DS-SO,1,SERVICIOS DE ASISTENCIA DE ASESORAMIENTO ORIENTACION Y OPERACIONALES RELATIVOS A METODOS PARA MEJORAR LA PRODUCTIVIDAD  REDUCIR LOS GASTOS DE PRODUCCION. LAS FUNCIONES DE CONSULTORIA EN MATERIA DE PRODUCCION  INCLUYE LA GESTION DE LA LABOR  DE DIRECCION E,Unidad,SERCOP,8925.0,USD,831150711,CPC
ocds-5wno2w-CDCA-GADMCG-0003-19.-12403,2958481-DS-SO,1,"ELABORACION (ANALISIS, DISENO Y PROGRAMACION) DE PROGRAMAS DE INFORMATICA",Unidad,SERCOP,63000.0,USD,831420011,CPC
ocds-5wno2w-CDC-ARCFIZ-01-19-869714,2895144-DS-SO,1,AUDITORIA DE LOS SISTEMAS DE GESTION DE CALIDAD Y/O AMBIENTAL,Unidad,SERCOP,20045.0,USD,831110914,CPC
ocds-5wno2w-CDCA-GADMCG-0005-19-12403,2961312-DS-SO,1,ESTUDIOS DE LEVANTAMIENTO TOPOGRAFICO,Unidad,SERCOP,19353.5,USD,835300215,CPC
ocds-5wno2w-CDC-CELTPI-04-19-238940,2929606-DS-SO,1,SERVICIOS DE CONSULTORIA DE AGUAS SUBTERRANEAS,Unidad,SERCOP,19000.0,USD,835100017,CPC
ocds-5wno2w-CDC-CELTPI-5-19-238940,2965818-DS-SO,1,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE,Unidad,SERCOP,22999.87,USD,831310011,CPC
ocds-5wno2w-CDC-CELTRA-023-19-240699,2867810-DS-SO,1,ESTUDIOS DE MECANICA DE SUELOS,Unidad,SERCOP,36608.53,USD,835100023,CPC
ocds-5wno2w-CDC-CELTRA-085-19-240699,2914808-DS-SO,1,"PRESTACION DE ASESORAMIENTO Y ASISTENCIA EN CUESTIONES RELACIONADAS CON LA GESTION DE LOS RECURSOS INFORMATICOS DE LAS SOCIEDADES O INSTITUCIONES COMO, LA CONSULTORIA EN MATERIA DE SISTEMAS DE SEGURIDAD",Unidad,SERCOP,53400.0,USD,831410311,CPC
ocds-5wno2w-CDC-CEMA-0001-2019-29813,2778776-DS-SO,1,AUDITORIA AMBIENTAL,Unidad,SERCOP,7000.0,USD,831310013,CPC
ocds-5wno2w-CDC-CEMA-002-2019-29813,2793440-DS-SO,1,CONSULTORIA DE LA INGENIERIA BASICA DE SISTEMAS DE RADIO COMUNICACION,Unidad,SERCOP,2000.0,USD,833490111,CPC
ocds-5wno2w-CDC-CEMA-003-2019-29813,2859874-DS-SO,1,FISCALIZACION DE OBRAS Y SERVICIOS,Unidad,SERCOP,22357.17,USD,839900114,CPC
ocds-5wno2w-CDC-CEMA-004-2019-29813,2850628-DS-SO,1,"SERVICIOS DE ASISTENCIA EN MATERIA DE ASESORAMIENTO, ORIENTACION Y OPERACIONALES RELATIVOS A LAS ESFERAS DE DECISION DE CARACTER FINANCIERO, COMO  VALORACION DE LA SOCIEDAD ANTES DE UNA FUSION Y/O UNA ADQUISICION, ETC., EXCEPTO LOS SERVICIOS DE ASESORAMIE",Unidad,SERCOP,16100.0,USD,831120311,CPC
ocds-5wno2w-CDC-CEMA-006-2019-29813,2859197-DS-SO,1,OTROS SERVICIOS DE PROTECCION DEL MEDIO AMBIENTE N.C.P.,Unidad,SERCOP,3691.7,USD,949000011,CPC
ocds-5wno2w-CDC-CEMA-007-2019-29813,2904491-DS-SO,1,OTROS SERVICIOS DE PROTECCION DEL MEDIO AMBIENTE N.C.P.,Unidad,SERCOP,5049.0,USD,949000011,CPC
ocds-5wno2w-CDC-CEMHTA-01-2019-146454,2765951-DS-SO,1,"SERVICIOS DE EXAMEN DE CUENTAS FINANCIERAS ANUALES Y PROVISIONALES Y OTRA INFORMACION CONTABLE. EL ALCANCE DEL EXAMEN ES INFERIOR AL DE UNA AUDITORIA, Y POR LO TANTO EL NIVEL DE SEGURIDAD QUE DA ES INFERIOR",Unidad,SERCOP,1300.0,USD,822120011,CPC
ocds-5wno2w-CDC-CEMHTA-03-2019-146454,2777492-DS-SO,1,PERITAJE DECONDICION Y AVALUO DE MAQUINARIA,Unidad,SERCOP,6734.99,USD,839900213,CPC
ocds-5wno2w-CDC-CEMHTA-04-2019-146454,2770527-DS-SO,1,SERVICIOS DE DISENO DE INGENIERIA PARA EDIFICIOS COMERCIALES,Unidad,SERCOP,66363.0,USD,833410113,CPC
ocds-5wno2w-CDC-CEMI-001-2019-248959,2905543-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL  INCLUYE OTRAS CUESTIONES ,Unidad,SERCOP,3500.0,USD,831110811,CPC
ocds-5wno2w-CDC-CEMI-002-2019-248959,2906862-DS-SO,1,SERVICIOS DE AUDITORIA EXTERNA Y COMISARIOS,Unidad,SERCOP,3000.0,USD,822110111,CPC
ocds-5wno2w-CDC-CFNGYE-006-2018-2469,2762926-DS-SO,1,"PRESTACION DE ASESORAMIENTO Y ASISTENCIA EN CUESTIONES RELACIONADAS CON LA GESTION DE LOS RECURSOS INFORMATICOS DE LAS SOCIEDADES O INSTITUCIONES COMO, LA CONSULTORIA EN MATERIA DE SISTEMAS DE SEGURIDAD",Unidad,SERCOP,34800.0,USD,831410311,CPC
ocds-5wno2w-CDC-CGE-AE-002-2019-35516,2767738-DS-SO,1,Ver pliegos,Unidad,SERCOP,24052.87,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-003-2019-35516,2769934-DS-SO,1,SERVICIOS DE AUDITORIA EXTERNA Y COMISARIOS,Unidad,SERCOP,22755.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-006-2019-35516,2772011-DS-SO,1,Auditar la administración de los fondos del Proyecto de Ordenamiento y Desarroll,Unidad,SERCOP,7200.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-007-2019-35516,2772989-DS-SO,1,SERVICIOS DE AUDITORIA EXTERNA Y COMISARIOS,Unidad,SERCOP,6868.8,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-008-2019-35516,2775781-DS-SO,1,SERVICIOS DE AUDITORIA EXTERNA Y COMISARIOS,Unidad,SERCOP,8182.18,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-014-2019-35516,2793990-DS-SO,1,SERVICIOS DE AUDITORIA EXTERNA Y COMISARIOS,Unidad,SERCOP,13734.9,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-015-2019-35516,2798590-DS-SO,1,ver pliego,Unidad,SERCOP,11800.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-016-2019-35516,2800158-DS-SO,1,SEGÚN TÉRMINOS DE REFERENCIA,Unidad,SERCOP,8500.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-018-2019-35516,2809445-DS-SO,1,Revelar y evaluar la información para expresar una opinión sobre la razonabilida,Unidad,SERCOP,19900.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-019-2019-35516,2815655-DS-SO,1,VER PLIEGOS,Unidad,SERCOP,18000.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-020-2019-35516,2824589-DS-SO,1,SERVICIOS DE AUDITORIA EXTERNA Y COMISARIOS,Unidad,SERCOP,11890.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-021-2019-35516,2828041-DS-SO,1,SERVICIOS DE AUDITORIA EXTERNA Y COMISARIOS,Unidad,SERCOP,18000.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-022-2019-35516,2830556-DS-SO,1,SERVICIOS DE AUDITORIA EXTERNA Y COMISARIOS,Unidad,SERCOP,30500.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-023-2019-35516,2833720-DS-SO,1,SERVICIOS DE AUDITORIA EXTERNA Y COMISARIOS,Unidad,SERCOP,17000.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-024-2019-35516,2908537-DS-SO,1,Dictaminar sobre la razonabilidad de los estados financieros de la Empresa Eléct,Unidad,SERCOP,33000.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-025-2019-35516,2921273-DS-SO,1,SERVICIOS DE AUDITORIA EXTERNA Y COMISARIOS,Unidad,SERCOP,12800.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-028-2019-35516,2924913-DS-SO,1,Dictaminar sobre la razonabilidad de los estados financieros de Operaciones Río,Unidad,SERCOP,39078.57,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-029-2019-35516,2925001-DS-SO,1,SEGÚN TÉRMINOS DE REFERENCIA Y PLIEGO,Unidad,SERCOP,15100.0,USD,822110111,CPC
ocds-5wno2w-CDC-CNELEOR-067-19-462863,2860379-DS-SO,1,FISCALIZACION DE CONSTRUCCION DE OBRAS DE LINEAS Y REDES ELECTRICAS,Unidad,SERCOP,4752.0,USD,839900113,CPC
ocds-5wno2w-MCO-GADMCM-11-2019-2742,2955128-DS-SO,1,SERVICIOS GENERALES DE CONSTRUCCION  REFORMAS Y RENOVACION),Unidad,SERCOP,32023.8309,USD,541210014,CPC
ocds-5wno2w-CDC-CGE-AE-030-2019-35516,2926009-DS-SO,1,SERVICIOS DE AUDITORIA EXTERNA Y COMISARIOS,Unidad,SERCOP,6000.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-031-2019-35516,2927484-DS-SO,1,REVISAR TERMINOS TERMINOS DE REFERENCIA,Unidad,SERCOP,40000.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-032-2019-35516,2929991-DS-SO,1,VER PLIEGOS,Unidad,SERCOP,30000.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-033-2019-35516,2931134-DS-SO,1,SERVICIOS DE AUDITORIA EXTERNA Y COMISARIOS,Unidad,SERCOP,45000.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-034-2019-35516,2929953-DS-SO,1,Dictaminar sobre la razonabilidad de los estados financieros de la Empresa Ferro,Unidad,SERCOP,30000.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-036-2019-35516,2931264-DS-SO,1,SERVICIOS DE AUDITORIA EXTERNA Y COMISARIOS,Unidad,SERCOP,10000.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-038-2019-35516,2941129-DS-SO,1,VER PLIEGOS,Unidad,SERCOP,8000.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-039-2019-35516,2939489-DS-SO,1,SEGÚN TÉRMINOS DE REFERENCIA Y PLIEGOS,Unidad,SERCOP,10750.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-040-2019-35516,2942287-DS-SO,1,Ver pliegos,Unidad,SERCOP,8450.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-041-2019-35516,2951459-DS-SO,1,SERVICIOS DE AUDITORIA EXTERNA Y COMISARIOS,Unidad,SERCOP,12000.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-044-2019-35516,2956480-DS-SO,1,SEGÚN TÉRMINOS DE REFERENCIA Y PLIEGOS,Unidad,SERCOP,26000.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-047-2019-35516,2957992-DS-SO,1,Dictaminar sobre la razonabilidad de los estados financieros de la Empresa Públi,Unidad,SERCOP,7600.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-AE-051-2019-35516,2959976-DS-SO,1,Dictaminar sobre la razonabilidad de los estados financieros de la Empresa Públi,Unidad,SERCOP,30300.0,USD,822110111,CPC
ocds-5wno2w-CDC-CGE-CAEC-026-201-35516,2921123-DS-SO,1,VER PLIEGOS,Unidad,SERCOP,11660.0,USD,822110111,CPC
