procuringEntity_name,Sector,NF003,NF010,NF016,NF018,NF026,NF027,NF031,NF042,NF044,NF047,NF059,NF061,NF062,NF063,RF cases,Total cases,Total RF,Relacion contratos,Densidad RF
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE TURI,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE ULBA ,GAD Parroquial,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,15,2,0.06666666666666667,2.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE UNAMUNCHO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DEL ROSARIO,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DIEZ DE AGOSTO,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DURENO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL EL ANEGADO,GAD Parroquial,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL EL DORADO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL EL INGENIO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL EL LAUREL,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL EL PORVENIR DEL CARMEN,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL GONZALO PIZARRO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL GONZOL,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL INES ARANGO ,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL JACINTO JIJON Y CAAMAÑO,GAD Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL JUAN MONTALVO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA AMERICA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA BELLEZA,GAD Parroquial,0,0,0,0,0,0,0,4,0,1,0,0,0,0,4,4,5,1.0,1.25
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA BOCANA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA CUCA,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,2,0.5,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA MERCED DE BUENOS AIRES,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA PEAÑA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA UNION,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA VICTORIA,GAD Parroquial,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,35,3,0.08571428571428572,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LICTO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LOS ANDES,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL MANUEL J.CALLE,GAD Parroquial,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1.0,2.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL MARCOS ESPINEL,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL MEMBRILLAL,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL MULALO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PERUCHO ,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PUERTO MURIALDO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN ANTONIO DE PASA,GAD Parroquial,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,13,2,0.15384615384615385,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN ANTONIO DE PICHINCHA ,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0.3333333333333333,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN FRANCISCO DE NATABUELA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN JOSE DE ANCON,GAD Parroquial,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,8,3,0.375,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN JOSE DE GUAYUSA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN JOSE DE PAYAMINO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN JOSE DE POALO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,18,1,0.05555555555555555,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN JUAN DE MUYUNA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN LUIS,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN PEDRO DE LOS COFANES,GAD Parroquial,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1.0,2.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SANTA ROSA DE FLANDES,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SUCRE,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0.5,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL TARACOA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL VUELTA LARGA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL YAGUACHI VIEJO CONE,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL SAN FRANCISCO DE GUALLETURO,GAD Parroquial,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,6,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL SAN JOSE DE POALO,GAD Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL SANTA RUFINA,GAD Parroquial,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,2,3,1.0,1.5
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL SELVA ALEGRE,GAD Parroquial,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1.0,2.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL VICHE,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL  DE EL ORO,GAD Provincial,1,0,0,0,0,0,0,1,0,13,0,0,0,0,14,17,15,0.8235294117647058,1.0714285714285714
GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE PASTAZA,GAD Provincial,1,0,0,1,0,0,0,1,0,11,0,0,0,0,11,11,14,1.0,1.2727272727272727
GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE SANTA ELENA,GAD Provincial,1,0,0,0,1,0,0,0,0,5,0,0,1,0,5,5,8,1.0,1.6
GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE SANTO DOMINGO DE LOS TSACHILAS,GAD Provincial,1,0,1,0,0,0,0,0,0,3,0,0,0,0,4,4,5,1.0,1.25
GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE,GAD Provincial,0,0,0,0,0,0,0,1,0,5,0,0,0,0,5,8,6,0.625,1.2
GOBIERNO AUTONOMO DESCENTRALIZADO RURAL DE GARCIA MORENO,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO RURAL DE LA PARROQUIA DE SANTA LUCIA DE LAS PEÑAS,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO RURAL DE LA PARROQUIA SAN JOSE DEL CAYAPAS,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO RURAL DE PINTAG,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO SAN PABLO DE TENTA,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESECENTRALIZADO DE LA PARROQUIA DE CHIQUICHA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESENTRALIZADO MUNICIPAL DEL CANTON PEDRO MONCAYO,GAD Municipal,1,0,0,1,0,0,0,0,0,7,0,0,1,0,7,7,10,1.0,1.4285714285714286
GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,GAD Municipal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO PARROQUIAL DE TENGUEL,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMODESCENTRALIZADO PARROQUIAL RURAL MACUMA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTÓNOMO DESCENTRALIZADO DE LA PARROQUIA MULLIQUINDIL,GAD Parroquial,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,1.0,1.0
GOBIERNO AUTÓNOMO DESCENTRALIZADO DEL CANTÓN GUARANDA,GAD Parroquial,2,0,0,2,0,0,0,0,0,4,0,0,2,0,4,4,10,1.0,2.5
GOBIERNO AUTÓNOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO COMISIÓN METROPOLITANA DE LUCHA CONTRA LA CORRUPCIÓN,GAD Municipal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTÓNOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO UNIDAD PATRONATO MUNICIPAL SAN JOSE,GAD Municipal,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,2,3,1.0,1.5
GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DE GIRÓN,GAD Municipal,0,0,0,0,0,0,0,5,0,2,0,0,0,0,5,19,7,0.2631578947368421,1.4
GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SHUSHUFINDI  ,GAD Municipal,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,3,3,0.6666666666666666,1.5
GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN GONZALO PIZARRO,GAD Municipal,0,0,0,0,0,0,0,7,0,19,0,0,0,0,26,122,26,0.21311475409836064,1.0
GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN PAUTE,GAD Municipal,0,0,0,0,0,0,0,1,0,16,0,1,0,0,16,17,18,0.9411764705882353,1.125
GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN PENIPE,GAD Municipal,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,4,0.8,1.0
GOBIERNO AUTÓNOMO DESCENTRALIZADO PARROQUIAL DE TUMBABIRO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTÓNOMO DESCENTRALIZADO PARROQUIAL RURAL DE PANZALEO,GAD Parroquial,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,5,4,0.6,1.3333333333333333
GOBIERNO AUTÓNOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN BLAS,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTÓNOMO DESCENTRALIZADO PARROQUIAL RURAL EL ESFUERZO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTÓNOMO DESCENTRALIZADO PARROQUIAL RURAL JOSEGUANGO BAJO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTÓNOMO DESCENTRALIZADO PARROQUIAL RURAL MADRE TIERRA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTÓNOMO DESCENTRALIZADO PARROQUIAL RURAL MARIANO ACOSTA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTÓNOMO DESCENTRALIZADO PARROQUIAL RURAL PABLO ARENAS,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTÓNOMO DESCENTRALIZADO PARROQUIAL RURAL PLAN PILOTO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO MUNICIPAL DE ARCHIDONA,Municipalidad,0,0,0,0,0,0,0,3,0,11,0,0,0,0,12,17,14,0.7058823529411765,1.1666666666666667
GOBIERNO MUNICIPAL DE CUYABENO,Municipalidad,0,0,0,1,0,0,0,0,0,7,0,0,0,0,7,7,8,1.0,1.1428571428571428
GOBIERNO MUNICIPAL DE LA MANÁ,Municipalidad,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO MUNICIPAL DE MERA,Municipalidad,0,0,0,1,0,2,0,4,0,16,0,0,0,0,16,16,23,1.0,1.4375
GOBIERNO MUNICIPAL DE MOCACHE,Municipalidad,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0.5,1.0
GOBIERNO MUNICIPAL DE QUIJOS,Municipalidad,0,0,0,0,0,0,0,1,0,7,0,1,0,0,8,10,9,0.8,1.125
GOBIERNO MUNICIPAL DE SAN CRISTOBAL,Municipalidad,0,0,0,0,0,0,0,1,0,8,0,0,0,0,8,8,9,1.0,1.125
GOBIERNO MUNICIPAL DEL CANTON AGUARICO,Municipalidad,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO MUNICIPAL DEL CANTON EL CARMEN,Municipalidad,0,0,0,1,0,0,0,1,0,2,0,0,0,0,2,2,4,1.0,2.0
GOBIERNO MUNICIPAL DEL CANTON HUAMBOYA,Municipalidad,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO MUNICIPAL DEL CANTON PABLO SEXTO,Municipalidad,0,0,0,0,0,0,0,8,0,8,0,0,0,0,16,33,16,0.48484848484848486,1.0
GOBIERNO PARROQUIAL AUTONOMO DESCENTRALIZADO DE ABDON CALDERON DE LA PROVINCIA DE MANABI,GAD Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
GOBIERNO PARROQUIAL AUTONOMO DESCENTRALIZADO DE RIOCHICO,GAD Parroquial,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,1.0,1.0
GOBIERNO PARROQUIAL DE AYACUCHO,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO PARROQUIAL DE CAHUASQUI,Gobierno Parroquial,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,3,4,1.0,1.3333333333333333
GOBIERNO PARROQUIAL DE GUADALUPE,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO PARROQUIAL DE NOBOA,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,1.0,1.0
GOBIERNO PARROQUIAL DE PRINCIPAL,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO PARROQUIAL PUERTO LIMON,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
GOBIERNO PROVINCIAL DE IMBABURA,Gobierno Provincial,1,0,0,0,0,0,0,1,0,9,0,0,0,0,9,12,11,0.75,1.2222222222222223
GOBIERNO PROVINCIAL DE LOJA,Gobierno Provincial,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,21,13,0.6190476190476191,1.0
GOBIERNO PROVINCIAL DE LOS RIOS,Gobierno Provincial,9,0,1,6,0,1,0,3,0,22,0,0,2,0,27,27,44,1.0,1.6296296296296295
GOBIERNO PROVINCIAL DE PICHINCHA,Gobierno Provincial,0,0,0,0,0,0,0,1,0,23,0,7,0,0,25,29,31,0.8620689655172413,1.24
GOBIERNO PROVINCIAL DE TUNGURAHUA,Gobierno Provincial,1,0,0,0,0,2,0,2,1,5,0,0,0,1,5,7,11,0.7142857142857143,2.2
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL CAPITAN AUGUSTO RIVADENEIRA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GRAN NACIONAL MINERA MARISCAL SUCRE C.E.M.,Mineria,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GRUPO DE CABALLERIA MECANIZADA DE LA III D.E GRAL. DAVALOS,Defensa Nacional,0,0,0,0,0,0,0,7,0,9,0,0,0,0,16,24,16,0.6666666666666666,1.0
GRUPO DE CABALLERIA MECANIZADA N 12 TNTE. ORTIZ,Defensa Nacional,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0.25,1.0
GRUPO DE FUERZAS ESPECIALES NO.53 RAYO,Defensa Nacional,0,0,0,0,0,0,0,1,0,4,0,0,0,0,5,18,5,0.2777777777777778,1.0
GRUPO DE INTERVENCION Y RESCATE (GIR),Defensa Nacional,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,5,1.0,5.0
GRUPO DE OPERACIONES ESPECIALES DEL GUAYAS,Defensa Nacional,1,0,0,0,0,0,0,1,0,2,0,0,1,0,2,2,5,1.0,2.5
GOB. PROV. DEL CAÑAR,Gobierno Provincial,0,0,0,1,0,0,0,1,0,5,0,0,0,0,5,5,7,1.0,1.4
GOBERNACION PASTAZA,Gobierno Provincial,0,0,0,0,0,0,0,5,0,4,0,0,0,0,9,21,9,0.42857142857142855,1.0
GOBERNACIÓN DE LA PROVINCIA SANTO DOMINGO,Gobierno Provincial,0,0,0,0,0,0,0,1,0,4,0,0,0,0,4,5,5,0.8,1.25
GOBERNACIÓN DEL GUAYAS,Gobierno Provincial,2,0,0,0,2,0,0,1,0,3,0,0,3,0,3,3,11,1.0,3.6666666666666665
GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DE CARLOS JULIO AROSEMENA TOLA,GAD Municipal,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,4,1.0,2.0
GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DE LIMÓN INDANZA,GAD Municipal,0,0,0,0,0,0,0,1,0,3,0,0,0,0,4,9,4,0.4444444444444444,1.0
GOBIERNO AUTÓNOMO PARROQUIAL DE NUEVA TARQUI,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTÓNOMO DEL CANTÓN NOBOL,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO MUNICIPAL DE ARAJUNO,Gobierno Municipal,0,0,0,0,0,0,0,7,0,7,0,0,0,0,11,18,14,0.6111111111111112,1.2727272727272727
GOBIERNO MUNICIPAL DE ELOY ALFARO,Gobierno Municipal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO MUNICIPAL DE SAN JACINTO DE YAGUACHI,Gobierno Municipal,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
GOBIERNO MUNICIPAL DE SANTA LUCIA,Gobierno Municipal,0,0,0,0,0,0,0,0,1,3,0,0,0,0,4,4,4,1.0,1.0
GOBIERNO MUNICIPAL DEL CANTON BABA,Gobierno Municipal,2,0,0,1,0,0,0,8,0,8,0,0,2,0,16,30,21,0.5333333333333333,1.3125
GOBIERNO MUNICIPAL DEL CANTÓN PUERTO LÓPEZ,Gobierno Municipal,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO PALESTINA,Gobierno Parroquial,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1.0,2.0
GOBIERNO PARROQUIAL SAN JACINTO DEL BUA,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,1.0,1.0
GOBIERNO PARROQUIAL DE GUAYQUICHUMA,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,4,7,1.0,1.75
GOBIERNO PARROQUIAL DE INDANZA,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO PROVINCIAL DEL AZUAY,Gobierno Parroquial,6,0,0,0,0,0,0,0,0,17,0,0,0,0,17,51,23,0.3333333333333333,1.3529411764705883
GOBIERNO PROVINCIAL DEL GUAYAS,Gobierno Parroquial,2,2,0,2,0,0,1,2,0,4,0,0,1,0,8,8,14,1.0,1.75
GOBIERNO S.A.P.R.TELEMBÍ,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
"GUAYAQUIL SIGLO XXI, FUNDACIÓN MUNICIPAL PARA LA REGENERACIÓN URBANA",Construccion,14,0,1,1,6,18,0,20,1,34,0,2,0,12,39,40,97,0.975,2.4871794871794872
HIDROPLAYAS EP,Hidráulico,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0.5,1.0
HIDROVICTORIA S.A,Hidráulico,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0.3333333333333333,1.0
HONORABLE GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE CHIMBORAZO,GAD Provincial,0,0,0,0,0,0,0,1,0,8,0,0,0,1,8,8,9,1.0,1.125
HOSPITAL BASICO - DURAN,Salud,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,1,0.16666666666666666,1.0
HOSPITAL BASICO ALAUSI,Salud,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0.5,1.0
HOSPITAL BASICO ANCON,Salud,0,0,0,0,0,0,0,29,0,30,0,0,0,0,51,61,59,0.8360655737704918,1.1568627450980393
HOSPITAL BASICO EL PUYO,Salud,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,12,8,0.6666666666666666,1.0
HOSPITAL BASICO GUARANDA,Salud,0,0,0,0,0,0,0,6,0,2,0,0,0,0,8,46,8,0.17391304347826086,1.0
HOSPITAL BASICO HG III DE TARQUI,Salud,0,0,0,0,0,0,0,3,0,5,0,0,0,0,6,8,8,0.75,1.3333333333333333
HOSPITAL BASICO MARIA LORENA SERRANO,Salud,0,0,0,0,0,0,0,5,0,14,0,0,0,0,16,27,19,0.5925925925925926,1.1875
HOSPITAL BASICO YANTZAZA,Salud,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
HOSPITAL BÁSICO-ESMERALDAS,Salud,0,0,0,0,0,0,0,3,0,10,0,0,0,0,10,10,13,1.0,1.3
HOSPITAL DE ATENCION INTEGRAL DEL ADULTO MAYOR,Salud,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,5,1.0,1.0
